timestamp,entityType,errorCode,errorMsg,initialComponent,initialSystem,logger,loggingComponent,loggingSystem,payloadType,sessionId,transactionId,txnState
2016-04-19T04:46:52.051Z,,,,/members/me,API-GATEWAY,api.members.get.members.memberid.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,started
2016-04-19T04:46:52.052Z,,,,,,api.members.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,uServiceStarted
2016-04-19T04:46:52.066Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,API_Request_Received
2016-04-19T04:46:52.069Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,ESB_Request_Sent
2016-04-19T04:46:52.862Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,ESB_Response_Received
2016-04-19T04:46:52.865Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,API_Response_Sent
2016-04-19T04:46:52.868Z,,,,,,api.members.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,uServiceCompleted
2016-04-19T04:46:52.869Z,,,,/members/me,API-GATEWAY,api.members.get.members.memberid.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,dd37f31e-4ed5-4b60-8989-7ee17a69271b,completed
2016-04-19T04:46:53.031Z,,,,/policies,API-GATEWAY,api.policies.get.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,started
2016-04-19T04:46:53.032Z,,,,,,api.policies.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,uServiceStarted
2016-04-19T04:46:53.047Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,API_Request_Received
2016-04-19T04:46:53.051Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,ESB_Request_Sent
2016-04-19T04:46:54.010Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,ESB_Response_Received
2016-04-19T04:46:54.013Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,ESB_Request_Sent
2016-04-19T04:46:55.017Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,ESB_Response_Received
2016-04-19T04:46:55.019Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,API_Response_Sent
2016-04-19T04:46:55.021Z,,,,,,api.policies.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,uServiceCompleted
2016-04-19T04:46:55.022Z,,,,/policies,API-GATEWAY,api.policies.get.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,3a352966-ffea-4f52-b65e-2aee327c6bc8,completed
2016-04-19T04:46:56.024Z,,,,,,api.policies.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,uServiceStarted
2016-04-19T04:46:56.024Z,,,,/policies/31037069H/excess,API-GATEWAY,api.policies.get.policyNumber.excess.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,started
2016-04-19T04:46:56.043Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,API_Request_Received
2016-04-19T04:46:56.047Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,ESB_Request_Sent
2016-04-19T04:46:57.158Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,ESB_Response_Received
2016-04-19T04:46:57.160Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,API_Request_Sent
2016-04-19T04:46:57.181Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,API_Response_Received
2016-04-19T04:46:57.183Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,API_Response_Sent
2016-04-19T04:46:57.187Z,,,,,,api.policies.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,uServiceCompleted
2016-04-19T04:46:57.188Z,,,,/policies/31037069H/excess,API-GATEWAY,api.policies.get.policyNumber.excess.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,e48d9bac-7a1b-4f82-a8cd-cdeb681b6ac3,completed
2016-04-19T04:46:57.607Z,,,,/products/P0000214/coverages,API-GATEWAY,api.products.get.products.productID.coverages.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a9000c5c-3dc7-48e6-bed6-ae60c3d924e6,started
2016-04-19T04:46:57.608Z,,,,,,api.coverages.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a9000c5c-3dc7-48e6-bed6-ae60c3d924e6,uServiceStarted
2016-04-19T04:46:57.648Z,,,,,,api.coverages.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a9000c5c-3dc7-48e6-bed6-ae60c3d924e6,uServiceCompleted
2016-04-19T04:46:57.648Z,,,,/products/P0000214/coverages,API-GATEWAY,api.products.get.products.productID.coverages.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a9000c5c-3dc7-48e6-bed6-ae60c3d924e6,completed
2016-04-19T04:47:54.722Z,,,,/claims/types/P0000214,API-GATEWAY,api.claims.get.types.productId.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,1b0925c9-dc0a-43fc-87f1-7ae2949b5486,started
2016-04-19T04:47:54.722Z,,,,/claims/types/P0000214,API-GATEWAY,api.claims.v2.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,1b0925c9-dc0a-43fc-87f1-7ae2949b5486,uServicev2Started
2016-04-19T04:47:54.744Z,,,,,,api.claims.v2.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,1b0925c9-dc0a-43fc-87f1-7ae2949b5486,uServiceV2Completed
2016-04-19T04:47:54.745Z,,,,/claims/types/P0000214,API-GATEWAY,api.claims.get.types.productId.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,1b0925c9-dc0a-43fc-87f1-7ae2949b5486,completed
2016-04-19T04:47:55.163Z,,,,/claims,API-GATEWAY,api.claims.get.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,started
2016-04-19T04:47:55.163Z,,,,,,api.claims.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,uServiceStarted
2016-04-19T04:47:55.178Z,claims,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,API_Request_Received
2016-04-19T04:47:55.182Z,claims,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,ESB_Request_Sent
2016-04-19T04:47:55.985Z,claims,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,ESB_Response_Received
2016-04-19T04:47:55.986Z,,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,API_Request_Sent
2016-04-19T04:47:56.032Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:47:56.036Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
2016-04-19T04:47:57.118Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Response_Received
2016-04-19T04:47:57.121Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Sent
2016-04-19T04:47:57.134Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:47:57.137Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
2016-04-19T04:47:57.800Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Response_Received
2016-04-19T04:47:57.802Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Sent
2016-04-19T04:47:57.804Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Received
2016-04-19T04:47:57.805Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Sent
2016-04-19T04:47:57.808Z,,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,API_Response_Received
2016-04-19T04:47:57.811Z,claims,,,,,EVENT_DEBUG_LOGGER,claims-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,API_Response_Sent
2016-04-19T04:47:57.815Z,,,,,,api.claims.microservice.response,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,uServiceCompleted
2016-04-19T04:47:57.815Z,,,,/claims,API-GATEWAY,api.claims.get.exit,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,a215a160-54e8-40f8-b268-44edcdf69887,completed
2016-04-19T04:48:44.245Z,,,,/policies/31037069H,API-GATEWAY,api.policies.get.policyNumber.entry,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,started
2016-04-19T04:48:44.245Z,,,,,,api.policies.microservice.request,,,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,uServiceStarted
2016-04-19T04:48:44.259Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,API_Request_Received
2016-04-19T04:48:44.263Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,ESB_Request_Sent
2016-04-19T04:48:45.305Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,ESB_Response_Received
2016-04-19T04:48:45.308Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,API_Request_Sent
2016-04-19T04:48:45.315Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:48:45.318Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
2016-04-19T04:48:45.962Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Response_Received
2016-04-19T04:48:45.964Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Sent
2016-04-19T04:48:45.966Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,API_Response_Received
2016-04-19T04:48:45.968Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,96ebc483-6bdb-4ef1-a8c3-a33f937e43aa,API_Request_Sent
2016-04-19T04:48:45.973Z,payments,,,,,EVENT_DEBUG_LOGGER,payments-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:48:45.974Z,,,,,,EVENT_DEBUG_LOGGER,payments-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Sent
2016-04-19T04:48:45.981Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:48:45.983Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
2016-04-19T04:48:46.986Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Response_Received
2016-04-19T04:48:46.988Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Sent
2016-04-19T04:48:46.993Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Request_Received
2016-04-19T04:48:46.996Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
2016-04-19T04:48:47.709Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Response_Received
2016-04-19T04:48:47.711Z,members,,,,,EVENT_DEBUG_LOGGER,members-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Sent
2016-04-19T04:48:47.712Z,,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Received
2016-04-19T04:48:47.714Z,policies,,,,,EVENT_DEBUG_LOGGER,policies-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Sent
2016-04-19T04:48:47.716Z,,,,,,EVENT_DEBUG_LOGGER,payments-microservice,OMS,JSON,54726db4-5b44-4d63-b371-d72fee7fe53e,,API_Response_Received
2016-04-19T04:48:47.720Z,payments,,,,,EVENT_DEBUG_LOGGER,payments-microservice,OMS,XML,54726db4-5b44-4d63-b371-d72fee7fe53e,,ESB_Request_Sent
